rank,name,value
981,"Kenny Thomas",975
982,"Paul Walther",974
983,"Charles Johnson",973
984,"Corliss Williamson",972
985,"Greg Smith",969
986,"Justin Holiday",968
987,"Tyson Chandler",967
988,"Marquis Daniels",966
989,"Jack Nichols",965
990,"Arvydas Sabonis",964
991,"Nate Williams",963
992,"Fred Schaus",961
993,"Aaron Holiday",960
993,"Ronnie Price",960
995,"Terry Teagle",956
996,"Zydrunas Ilgauskas",955
996,"Bobby Portis",955
996,"Devin Vassell",955
999,"Swen Nater",954
999,"Sonny Parker",954
