rank,name,value
160,"Julius Randle",15184
161,"Byron Scott",15097
162,"Dick Van Arsdale",15079
163,"Al Horford",15077
164,"Shareef Abdur-Rahim",15028
165,"Luka Dončić",15021
166,"Mike Mitchell",15016
167,"Richard Jefferson",14904
168,"James Edwards",14862
169,"Monta Ellis",14858
170,"Mike Bibby",14698
171,"Richie Guerin",14676
172,"Dan Issel",14659
173,"Jason Richardson",14644
173,"Jamaal Wilkes",14644
175,"Purvis Short",14607
176,"Spencer Haywood",14592
177,"Harrison Barnes",14572
178,"Allan Houston",14551
179,"Paul Millsap",14536
180,"Bill Russell",14522
181,"Blake Griffin",14513
182,"Kemba Walker",14486
183,"Jeff Green",14480
184,"Hersey Hawkins",14470
185,"Ricky Pierce",14467
186,"Rod Strickland",14463
187,"Nate Thurmond",14437
188,"Jo Jo White",14399
189,"Al Jefferson",14343
190,"Zach LaVine",14338
191,"Alonzo Mourning",14311
192,"Glenn Robinson",14234
193,"Tom Van Arsdale",14232
194,"Thaddeus Young",14225
195,"Eric Gordon",14167
196,"Eddie Jones",14155
197,"Jayson Tatum",14132
198,"Gus Williams",14093
199,"Dave DeBusschere",14053
199,"Jerry Lucas",14053
201,"Manu Ginóbili",14043
202,"David West",14034
203,"Fred Brown",14018
204,"Carlos Boozer",13976
205,"Andre Iguodala",13968
206,"Alvan Adams",13910
206,"Ron Harper",13910
208,"Bob Love",13895
209,"Marques Johnson",13892
210,"Chuck Person",13858
211,"Deron Williams",13804
212,"Bill Laimbeer",13790
213,"Peja Stojaković",13647
214,"Billy Cunningham",13626
215,"Orlando Woolridge",13623
216,"Xavier McDaniel",13606
217,"Joel Embiid",13544
218,"Khris Middleton",13541
219,"Dave Cowens",13516
220,"Jaylen Brown",13474
221,"Baron Davis",13447
221,"Cliff Hagan",13447
223,"Steve Smith",13430
224,"Shai Gilgeous-Alexander",13411
225,"Vlade Divac",13398
226,"Rudy Tomjanovich",13383
227,"Luol Deng",13361
228,"Jermaine O'Neal",13309
229,"Al Harrington",13237
230,"Jalen Rose",13220
231,"Corey Maggette",13198
232,"Kevin Johnson",13127
233,"Metta World Peace",13058
234,"Jeff Mullins",13017
235,"Horace Grant",12996
235,"Josh Smith",12996
237,"Stephen Jackson",12976
238,"Bob Boozer",12964
239,"Kendall Gill",12914
240,"Derrick Coleman",12884
241,"Wayman Tisdale",12878
242,"Rik Smits",12871
243,"Jonas Valančiūnas",12846
244,"Pascal Siakam",12810
244,"Mychal Thompson",12810
246,"Paul Westphal",12809
247,"Sidney Wicks",12803
248,"DeMarcus Cousins",12802
249,"Lamar Odom",12781
250,"Mickey Johnson",12748
251,"Johnny Newman",12740
252,"De'Aaron Fox",12735
253,"Bill Cartwright",12713
254,"Armen Gilliam",12700
255,"Jim Jackson",12690
256,"Gordon Hayward",12687
257,"Dell Curry",12670
258,"Bill Sharman",12665
259,"Nick Van Exel",12658
260,"Jordan Clarkson",12651
261,"Derrick Rose",12573
262,"Goran Dragić",12568
263,"Otis Birdsong",12544
264,"Jack Marin",12541
265,"Marc Gasol",12514
266,"Mike Newlin",12507
267,"Dennis Schröder",12494
268,"Mark Jackson",12489
268,"Trae Young",12489
270,"Red Kerr",12480
271,"Joe Barry Carroll",12455
272,"Caron Butler",12430
273,"Charles Oakley",12417
274,"Kevin Martin",12396
275,"Darrell Griffith",12391
276,"Cazzie Russell",12377
277,"Danny Manning",12367
278,"Maurice Lucas",12339
279,"A.C. Green",12331
280,"Johnny Green",12281
281,"Sleepy Floyd",12260
282,"Tim Hardaway Jr.",12230
283,"Antonio McDyess",12227
284,"Maurice Cheeks",12195
285,"Tom Heinsohn",12194
286,"Willis Reed",12183
287,"J.R. Smith",12148
288,"Kelly Tripucka",12142
289,"John Long",12131
290,"John Wall",12088
291,"Norm Nixon",12065
292,"JJ Redick",12028
293,"Truck Robinson",11988
294,"Michael Redd",11972
295,"Danny Ainge",11964
295,"Cuttino Mobley",11964
297,"Mookie Blaylock",11962
298,"Kyle Korver",11953
299,"Clyde Lovellette",11947
300,"Herb Williams",11944
301,"Sidney Moncrief",11931
302,"Scott Wedman",11916
303,"David Wesley",11842
304,"Vin Baker",11839
305,"Thurl Bailey",11834
306,"Vinnie Johnson",11825
306,"Jerome Kersey",11825
308,"Archie Clark",11819
309,"Paul Silas",11782
310,"Damon Stoudamire",11763
311,"Dick Snyder",11755
312,"Gerald Wilkins",11736
313,"Dikembe Mutombo",11729
314,"Andre Drummond",11696
315,"Jimmy Walker",11655
316,"Jamal Mashburn",11644
317,"Danilo Gallinari",11607
318,"Trevor Ariza",11593
319,"Kevin Loughery",11575
320,"Nicolas Batum",11553
321,"Don Ohl",11549
322,"Nick Anderson",11529
323,"Jamal Murray",11528
324,"Junior Bridgeman",11517
325,"Rudy LaRusso",11507
326,"Happy Hairston",11505
327,"Larry Johnson",11450
328,"Gilbert Arenas",11402
329,"Dan Roundfield",11318
330,"Brandon Ingram",11311
331,"Willie Naulls",11305
332,"Rudy Gobert",11287
333,"Tayshaun Prince",11272
334,"David Thompson",11264
335,"Ed Macauley",11234
336,"David Lee",11232
337,"Wesley Matthews",11210
338,"Joe Smith",11208
339,"John Johnson",11200
340,"Jim Paxson",11199
341,"Larry Foust",11198
342,"Bojan Bogdanović",11184
343,"D'Angelo Russell",11132
344,"Buddy Hield",11122
345,"Christian Laettner",11121
346,"Ben Gordon",11084
347,"Mike Dunleavy",11048
348,"Serge Ibaka",11028
349,"Hedo Türkoğlu",11022
350,"Bill Bridges",11012
351,"Mark Price",10989
352,"Mike Woodson",10981
353,"Zydrunas Ilgauskas",10976
354,"Mike Miller",10973
355,"Marvin Williams",10965
356,"Mike Gminski",10953
357,"Dan Majerle",10925
358,"Vernon Maxwell",10912
359,"Nenê",10909
360,"Ricky Sobers",10902
361,"Don Nelson",10898
362,"Alvin Robertson",10882
362,"Bingo Smith",10882
364,"Anthony Edwards",10854
365,"Raymond Felton",10853
366,"Reggie Jackson",10845
367,"John Starks",10829
368,"Cliff Robinson",10823
369,"Elden Campbell",10805
370,"Kenny Anderson",10789
371,"Mo Williams",10759
372,"Jalen Brunson",10748
373,"Donyell Marshall",10716
374,"Derek Fisher",10713
375,"Domantas Sabonis",10702
376,"Anfernee Hardaway",10684
377,"Carl Braun",10625
378,"Wes Unseld",10624
379,"Kentavious Caldwell-Pope",10600
380,"Devin Harris",10597
381,"Jerry Sloan",10571
382,"Billy Knight",10561
383,"Sean Elliott",10544
384,"Brian Winters",10537
385,"Jerami Grant",10488
386,"Clarence Weatherspoon",10483
387,"Austin Carr",10473
388,"Cedric Maxwell",10465
389,"Robert Reid",10448
390,"Steve Francis",10446
391,"Fat Lever",10433
392,"Guy Rodgers",10415
393,"Bam Adebayo",10391
394,"Brad Daugherty",10389
395,"Wayne Embry",10380
396,"Kristaps Porziņģis",10372
397,"Eric Bledsoe",10348
398,"Aaron Gordon",10339
399,"Sam Lacey",10303
400,"Calvin Natt",10291
401,"Derrick McKey",10266
402,"Larry Hughes",10242
403,"Ray Scott",10184
404,"Leroy Ellis",10176
405,"Eddie Johnson",10163
406,"Ray Williams",10158
407,"George Mikan",10156
408,"Vern Fleming",10125
409,"Kyle Kuzma",10106
410,"Gene Shue",10068
411,"Vern Mikkelsen",10063
412,"Jeff Teague",10061
413,"Charlie Scott",10037
414,"Neil Johnston",10023
415,"Terrell Brandon",9994
416,"Rony Seikaly",9991
417,"Marcus Morris",9965
418,"Greg Ballard",9953
419,"John Lucas",9951
420,"Don Kojis",9948
421,"Gus Johnson",9944
422,"Jameer Nelson",9940
423,"Gerald Wallace",9933
424,"Phil Chenier",9931
425,"Phil Smith",9924
426,"Ricky Davis",9912
427,"Tom Meschery",9904
428,"Tom Gugliotta",9895
429,"Myles Turner",9877
430,"P.J. Brown",9870
431,"Danny Granger",9855
432,"Toni Kukoč",9810
433,"Hot Rod Williams",9784
434,"Tyrone Corbin",9766
435,"Geoff Petrie",9732
436,"Rex Chapman",9731
437,"Brad Miller",9724
438,"Isaiah Thomas",9723
439,"Johnny Davis",9710
440,"Anthony Mason",9656
441,"Michael Adams",9621
442,"Evan Fournier",9607
443,"Kirk Hinrich",9594
444,"George Hill",9545
445,"DeAndre Jordan",9536
446,"Grant Long",9518
447,"Tyson Chandler",9509
448,"Rodney Rogers",9468
449,"Tim Thomas",9454
450,"Andrei Kirilenko",9431
451,"Norman Powell",9418
452,"Lucius Allen",9407
453,"Isaiah Rider",9405
454,"Kelly Oubre Jr.",9401
455,"Kenny Smith",9397
456,"Mikal Bridges",9385
457,"Doc Rivers",9377
458,"Jarrett Jack",9349
459,"Tyreke Evans",9347
460,"Rajon Rondo",9337
461,"Sedale Threatt",9327
462,"Kenyon Martin",9325
463,"Lauri Markkanen",9323
464,"Doug Christie",9301
465,"Joe Graboski",9280
466,"Fred Carter",9271
467,"Marcus Camby",9262
468,"D.J. Augustin",9259
469,"Terry Rozier",9252
470,"Yao Ming",9247
471,"Benoit Benjamin",9223
472,"Bill Bradley",9217
473,"Keith Van Horn",9206
474,"Wally Szczerbiak",9195
475,"Antoine Carr",9176
476,"Jon McGlocklin",9169
477,"Corliss Williamson",9147
478,"Boris Diaw",9139
479,"Zelmo Beaty",9107
480,"George McGinnis",9090
481,"Walt Hazzard",9087
482,"George Yardley",9063
483,"Antonio Davis",9041
484,"Leandro Barbosa",9035
485,"Rodney McCray",9014
486,"Terry Dischinger",9012
487,"Kurt Thomas",8973
488,"Rick Fox",8966
489,"Campy Russell",8953
490,"Bobby Jones",8911
491,"Dana Barros",8901
492,"Luis Scola",8882
493,"Rickey Green",8870
494,"Terry Tyler",8868
495,"Darren Collison",8861
496,"Harry Gallatin",8843
497,"Avery Johnson",8817
498,"Danny Schayes",8780
499,"Jay Humphries",8772
500,"Norm Van Lier",8770
501,"Tom Sanders",8766
502,"Clem Haskins",8743
503,"Jim McMillian",8736
504,"Darryl Dawkins",8733
504,"Bobby Portis",8733
506,"Jay Vincent",8729
507,"Ken Norman",8717
508,"Collin Sexton",8708
509,"Dale Davis",8706
510,"Cedric Ceballos",8693
511,"Drew Gooden",8653
512,"Sam Mitchell",8636
513,"Larry Costello",8622
514,"Mike Bantom",8568
515,"Mehmet Okur",8561
516,"Mahmoud Abdul-Rauf",8553
517,"Jim Barnett",8536
518,"Larry Kenon",8535
519,"Victor Oladipo",8503
520,"Brent Barry",8488
520,"John Collins",8488
522,"Adrian Smith",8482
523,"Wilson Chandler",8463
524,"Jaren Jackson Jr.",8449
525,"Taj Gibson",8431
526,"Dave Greenwood",8428
527,"Sherman Douglas",8425
528,"Shane Battier",8408
529,"Greg Monroe",8402
530,"RJ Barrett",8391
531,"Walt Williams",8385
532,"Frank Ramsey",8378
533,"Marco Belinelli",8370
534,"Ersan İlyasova",8364
535,"Steve Mix",8355
536,"Derrick Favors",8354
537,"Enes Freedom",8349
538,"Alec Burks",8346
539,"Robin Lopez",8326
540,"John Salmons",8292
541,"Lamond Murray",8286
542,"Michael Cage",8278
543,"Kelly Olynyk",8272
544,"Jason Williams",8266
545,"Olden Polynice",8265
546,"Michael Ray Richardson",8253
547,"Clint Capela",8236
548,"Draymond Green",8235
549,"Connie Hawkins",8233
550,"Chris Kaman",8208
551,"Fred VanVleet",8204
552,"James Donaldson",8203
553,"Arron Afflalo",8198
554,"Nick Young",8194
555,"Wesley Person",8192
556,"Rodney Stuckey",8185
557,"Chris Morris",8184
558,"Tyrese Maxey",8182
559,"Jim Washington",8168
560,"Jarrett Allen",8148
561,"Mark Olberding",8145
562,"Eddie Miles",8120
563,"Larry Drew",8110
564,"C.J. Miles",8108
565,"Charles Smith",8107
566,"Dillon Brooks",8101
567,"Dennis Scott",8094
568,"Kevin Duckworth",8085
569,"Spencer Dinwiddie",8078
570,"Markieff Morris",8076
571,"Spud Webb",8072
572,"Darius Garland",8049
572,"Lonnie Shelton",8049
574,"Terrence Ross",8047
575,"Dejounte Murray",8037
576,"Quentin Richardson",8032
577,"Anthony Peeler",8017
578,"Patty Mills",8004
579,"Joe Fulks",8003
580,"Ryan Anderson",8001
581,"Tony Campbell",7994
582,"Stacey Augmon",7990
582,"Max Zaslofsky",7990
584,"Terry Teagle",7982
585,"Miles Bridges",7956
585,"Lindsey Hunter",7956
587,"Marcin Gortat",7951
588,"Dave Gambee",7935
589,"Brian Grant",7933
590,"José Calderón",7921
591,"Reggie Lewis",7902
592,"Andrea Bargnani",7873
593,"Tom Gola",7871
594,"Brad Davis",7866
595,"Troy Murphy",7860
596,"Calbert Cheaney",7826
597,"Kenny Carr",7813
598,"Lionel Hollins",7809
599,"LaSalle Thompson",7806
600,"Brandon Jennings",7801
601,"Channing Frye",7786
602,"Harvey Grant",7781
603,"Wayne Cooper",7777
604,"Gerald Henderson",7773
605,"Desmond Mason",7767
606,"Courtney Lee",7765
607,"Rick Mahorn",7763
608,"Luke Ridnour",7740
609,"Michael Cooper",7729
609,"Randy Foye",7729
611,"Caris LeVert",7717
612,"Robert Horry",7715
613,"Darrell Armstrong",7712
614,"Nate Williams",7709
615,"Derrick White",7666
616,"Jim Chones",7664
616,"Tyler Herro",7664
616,"Paul Pressey",7664
619,"Matt Harpring",7645
619,"Kevin Porter",7645
621,"Arnie Risen",7633
622,"Morris Peterson",7628
623,"Will Barton",7625
624,"Dave Corzine",7615
625,"Matt Barnes",7589
626,"Blue Edwards",7585
627,"O.J. Mayo",7574
628,"Ricky Rubio",7570
629,"Michael Beasley",7568
630,"Rory Sparrow",7557
631,"Howard Komives",7550
632,"Elmore Smith",7541
633,"Tyrone Hill",7532
634,"Jae Crowder",7515
635,"Reggie Williams",7508
636,"Craig Ehlo",7492
637,"Quintin Dailey",7470
638,"Jordan Poole",7466
639,"Andrew Toney",7458
640,"OG Anunoby",7451
641,"Deandre Ayton",7439
642,"Jusuf Nurkić",7438
643,"Doug Collins",7427
644,"James Posey",7419
645,"J.J. Barea",7415
646,"Zaza Pachulia",7414
647,"LaPhonso Ellis",7410
648,"Emeka Okafor",7370
649,"Kevin Grevey",7364
650,"Derek Anderson",7357
651,"Kenny Sears",7355
652,"Steve Johnson",7345
653,"Bogdan Bogdanović",7344
653,"Bobby Jackson",7344
655,"Slater Martin",7337
656,"Ja Morant",7331
657,"B.J. Armstrong",7320
658,"Chris Ford",7314
658,"Marcus Smart",7314
660,"Erick Dampier",7309
661,"Frank Brickowski",7302
662,"Avery Bradley",7279
663,"Coby White",7273
664,"Josh Howard",7270
665,"Keith Erickson",7251
666,"Chris Gatling",7232
667,"Phil Hubbard",7228
668,"Desmond Bane",7227
669,"Malik Monk",7216
670,"Roy Hinson",7206
671,"Danny Green",7204
672,"Terry Mills",7175
673,"Kerry Kittles",7165
674,"Neal Walk",7157
675,"Flynn Robinson",7147
675,"Bonzi Wells",7147
677,"Ramon Sessions",7141
678,"Joe Caldwell",7127
679,"John Block",7106
680,"Corey Brewer",7097
681,"Connie Dierking",7094
682,"Pooh Richardson",7083
683,"Malcolm Brogdon",7077
684,"Ron Anderson",7056
685,"Ralph Sampson",7039
686,"Vinny Del Negro",7038
687,"Billy Owens",7026
688,"Rod Higgins",7011
689,"Bob Rule",7007
690,"Raja Bell",6998
691,"Loy Vaught",6984
692,"Ty Lawson",6977
693,"Ray Felix",6974
694,"Ruben Patterson",6953
695,"Beno Udrih",6952
696,"Mason Plumlee",6949
697,"Jim Fox",6945
698,"Steven Adams",6930
699,"George McCloud",6925
700,"Bobby Wanzer",6924
701,"JaVale McGee",6907
702,"Curtis Rowe",6873
703,"Chucky Atkins",6863
704,"Muggsy Bogues",6858
705,"Michael Porter Jr.",6856
706,"Keldon Johnson",6842
707,"Gar Heard",6828
708,"Evan Turner",6824
709,"Tristan Thompson",6822
710,"Eddy Curry",6820
711,"Samuel Dalembert",6814
712,"Andrew Bogut",6808
712,"Charlie Villanueva",6808
714,"Nate Robinson",6807
715,"Rafer Alston",6799
716,"Stu Lantz",6782
717,"Willie Anderson",6771
718,"Dee Brown",6758
719,"Shawn Bradley",6752
720,"Voshon Lenard",6745
721,"Jalen Green",6741
722,"Malik Beasley",6738
723,"Jack Coleman",6721
724,"Allen Leavell",6684
725,"Dennis Rodman",6683
726,"Tom Hawkins",6672
727,"Bryon Russell",6663
728,"Tony Allen",6654
729,"Scott Skiles",6652
730,"Robert Covington",6637
731,"Jared Dudley",6633
732,"Ivica Zubac",6630
733,"Bimbo Coles",6628
734,"Antonio Daniels",6623
735,"Anfernee Simons",6622
736,"Roy Hibbert",6611
737,"Kevin Edwards",6596
738,"Bob Davies",6594
739,"Caldwell Jones",6589
740,"Udonis Haslem",6586
741,"Zion Williamson",6581
742,"Brandon Bass",6575
743,"Gary Harris",6568
744,"Brian Shaw",6547
745,"Pat Cummings",6529
746,"Terry Catledge",6520
747,"Mel Counts",6516
748,"Doug West",6477
749,"Albert King",6470
750,"Hassan Whiteside",6450
751,"Danny Ferry",6439
752,"Gerald Green",6412
753,"Darrell Walker",6389
754,"Andy Phillip",6384
755,"Josh Richardson",6381
756,"Red Rocha",6362
757,"Chris Mills",6357
758,"Mike Riordan",6334
759,"Al Attles",6328
760,"LaMelo Ball",6304
761,"Brandon Knight",6301
762,"Alton Lister",6298
763,"Kevin Huerter",6294
764,"Mario Elie",6265
764,"Josh Hart",6265
766,"Aaron Brooks",6259
766,"Mark West",6259
768,"Ben Wallace",6254
769,"Herm Gilliam",6252
770,"Franz Wagner",6251
771,"Tree Rollins",6249
772,"Trent Tucker",6236
773,"Dwight Jones",6230
774,"Gary Trent Jr.",6227
775,"Montrezl Harrell",6220
776,"John Mengelt",6218
777,"Don Chaney",6216
778,"Bill Walton",6215
779,"Scottie Barnes",6204
780,"Rich Kelley",6199
781,"Lorenzen Wright",6191
782,"Wayne Ellington",6190
783,"Kent Benson",6168
784,"Doug McDermott",6162
785,"Kevin Gamble",6154
786,"Wali Jones",6140
787,"Brandon Roy",6136
788,"Frank Selvy",6120
789,"Cade Cunningham",6119
790,"Amir Johnson",6102
791,"Rasual Butler",6092
792,"Tom Henderson",6088
793,"Willie Green",6059
794,"Bob Kauffman",6049
794,"Alperen Şengün",6049
796,"Paolo Banchero",6031
797,"Fred Scolari",6014
798,"Austin Rivers",5996
799,"Bob Weiss",5989
800,"Gerald Henderson",5987
801,"Johnny Dawkins",5984
801,"Taurean Prince",5984
803,"Ron Brewer",5971
804,"Fred Roberts",5962
805,"Larry Siegfried",5960
806,"Bryant Stith",5946
807,"Tracy Murray",5943
807,"Swen Nater",5943
809,"Craig Hodges",5940
810,"Spencer Hawes",5932
811,"DeShawn Stevenson",5930
812,"Quinn Buckner",5929
813,"T.J. McConnell",5921
813,"Dick McGuire",5921
815,"Eric Piatkowski",5919
816,"Todd Day",5917
817,"Tom McMillen",5914
817,"P.J. Washington",5914
819,"Larry Smith",5904
820,"Ron Mercer",5892
821,"Maurice Taylor",5889
822,"Cliff Levingston",5888
823,"Joakim Noah",5881
824,"Vladimir Radmanović",5879
825,"Kenny Thomas",5876
826,"Aaron McKie",5871
827,"Mike James",5863
827,"P.J. Tucker",5863
829,"Connie Simmons",5859
830,"M.L. Carr",5853
831,"Tyrese Haliburton",5842
832,"Paul Seymour",5836
833,"Lionel Simmons",5833
834,"James Johnson",5830
835,"Cory Joseph",5828
836,"Nazr Mohammed",5827
837,"Clifford Ray",5821
838,"Darwin Cook",5820
839,"Theo Ratliff",5809
840,"Jeremy Lamb",5805
841,"Jakob Poeltl",5804
842,"John Bagley",5802
842,"John Williamson",5802
844,"Earl Boykins",5791
844,"Eric Snow",5791
846,"Lucious Harris",5784
847,"Bob Ferry",5780
848,"Henry Bibby",5775
849,"Steve Hawes",5768
850,"Walter Dukes",5765
851,"Joe Ingles",5763
851,"Jeff Ruland",5763
853,"Jim Pollard",5762
854,"Darrall Imhoff",5759
855,"Marcus Thornton",5750
856,"Naz Reid",5745
857,"Mario Chalmers",5743
858,"Duncan Robinson",5737
859,"Clyde Lee",5733
860,"Ish Smith",5712
861,"Andray Blatche",5706
862,"Immanuel Quickley",5692
863,"Raef LaFrentz",5690
864,"J.R. Reid",5680
865,"Steve Blake",5662
866,"Bob Sura",5654
867,"Deni Avdija",5643
868,"Eric Williams",5642
869,"Arvydas Sabonis",5629
870,"Butch Beard",5622
871,"Len Chappell",5621
872,"Otto Moore",5616
873,"Tom Owens",5612
874,"Dick Garmaker",5597
875,"Phil Ford",5594
876,"Earl Watson",5593
877,"Evan Mobley",5592
877,"Marreese Speights",5592
879,"Hubert Davis",5583
880,"Chandler Parsons",5571
881,"Jeremy Lin",5567
882,"Sam Bowie",5564
883,"John Paxson",5560
884,"Al Bianchi",5550
885,"Seth Curry",5547
886,"Louis Orr",5545
887,"Carl Landry",5541
887,"Bill Robinzine",5541
889,"Brendan Haywood",5538
890,"Johnny Egan",5521
891,"Patrick Beverley",5520
892,"Rasho Nesterović",5519
893,"Dion Waiters",5505
894,"Greg Anthony",5497
894,"T.J. Warren",5497
896,"Wendell Carter Jr.",5487
897,"Donte DiVincenzo",5469
898,"De'Andre Hunter",5454
899,"Tyus Jones",5448
900,"Nat Clifton",5444
900,"Justin Holiday",5444
902,"Joe Meriweather",5439
903,"Steve Kerr",5437
904,"Billy Paultz",5432
905,"Bucky Bockhorn",5430
905,"Kenneth Faried",5430
907,"Phil Jackson",5428
908,"Bob Wilkerson",5424
909,"Otto Porter Jr.",5419
910,"Andrés Nocioni",5415
911,"Kent Bazemore",5414
911,"Bill Hanzlik",5414
913,"Jim Cleamons",5412
914,"Darnell Valentine",5400
915,"Jeff McInnis",5396
916,"Kelvin Ransey",5380
917,"Frankie Brian",5379
918,"Ed Pinckney",5378
919,"Travis Best",5376
920,"Saddiq Bey",5374
921,"Nick Collison",5359
922,"Eddie House",5356
923,"Al-Farouq Aminu",5350
923,"Kris Humphries",5350
925,"Brevin Knight",5342
926,"Ollie Johnson",5341
927,"John Battle",5338
928,"Shandon Anderson",5327
928,"Anthony Morrow",5327
930,"Steve Stipanovich",5323
931,"Barry Clemens",5312
932,"Gene Banks",5305
933,"Bruce Bowen",5290
934,"Ron Boone",5284
935,"Travis Outlaw",5273
936,"Jack Nichols",5269
937,"Kyle Macy",5259
938,"Joe Bryant",5252
939,"James Bailey",5246
940,"Austin Reaves",5239
941,"Derek Smith",5232
942,"Shaun Livingston",5231
943,"John Salley",5228
944,"Mark Eaton",5216
945,"Othella Harrington",5212
945,"Devin Vassell",5212
947,"Eric Money",5211
948,"Jason Thompson",5210
949,"Mitch Kupchak",5202
950,"Joe Harris",5185
951,"Luke Jackson",5170
952,"Luke Kennard",5169
953,"Mike Sanders",5162
954,"Jack George",5153
954,"Bobby Phills",5153
956,"DeMarre Carroll",5150
956,"Chris Wilcox",5150
958,"Kyle Anderson",5142
959,"Lewis Lloyd",5130
959,"McCoy McLemore",5130
961,"Ernie Grunfeld",5124
962,"Allan Bristow",5122
963,"Elfrid Payton",5121
964,"Blair Rasmussen",5119
965,"Eric Murdock",5118
965,"Dario Šarić",5118
965,"John Tresvant",5118
968,"Howard Eisley",5116
969,"George Lynch",5109
970,"Rui Hachimura",5098
971,"Alan Henderson",5094
972,"Grayson Allen",5091
973,"Jim Price",5088
974,"Tony Battie",5082
975,"J.J. Hickson",5081
976,"Sidney Green",5080
977,"Keyon Dooling",5067
